a,y,sex,race,mom_educ,dad_educ,log_parent_income,log_parent_wealth,test_percentile
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,6.770416128306994,7.089202483188089,0.06319114498706568
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,College,7.750723946426753,41.30721309160104,43.472290350881536
no_college,TRUE,Male,Hispanic,< HS,< HS,12.652378266860495,42.368955754271894,0
college,TRUE,Male,Non-Hispanic Black,College,No dad,49.590353675347785,64.68120662483983,43.939328330140555
no_college,FALSE,Female,Hispanic,< HS,< HS,22.46354059490421,22.108432038293678,7.2147060642733205
no_college,FALSE,Female,Hispanic,High school,High school,23.510258086291245,5.490941539322172,30.43722098106364
no_college,FALSE,Male,Hispanic,High school,Some college,23.041881411562155,5.300514990528919,19.421408558040284
no_college,TRUE,Female,Non-Hispanic Non-Black,Some college,Some college,14.221154433215156,93.6429740127906,46.166905505873494
no_college,FALSE,Male,Hispanic,< HS,No dad,20.015478937020045,17.709326221763423,0
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,51.41462163594542,1,13.254836202564288
college,FALSE,Female,Hispanic,< HS,Some college,10.004403286396718,9.632108708506372,3.199631512013636
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,41.82015069611543,54.643682030223516,24.079084417832288
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,1,6.487812169448486,17.183717564616085
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,57.6550031306071,6.207275165375668,47.878473552071156
no_college,TRUE,Male,Non-Hispanic Black,High school,High school,45.15512034220633,21.459856549562332,14.49682366678934
college,TRUE,Male,Non-Hispanic Non-Black,College,Some college,47.15547223218313,9.12678831914739,58.569367943916646
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,39.40524050990746,49.71160906340073,33.907447702516706
no_college,FALSE,Female,Non-Hispanic Black,High school,< HS,7.416149918057704,17.169011281364376,17.885561235342266
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,23.95151057839849,1,0
no_college,FALSE,Female,Non-Hispanic Black,Some college,Some college,1,40.366282395603584,27.52867842731643
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,26.61701872718414,18.556561549570254,0
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,19.524740831192254,10.228773338138963,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,58.073949973536244,19.109496068319576,41.54878325137127
no_college,FALSE,Female,Non-Hispanic Black,< HS,< HS,14.549614240452808,16.35825197856912,6.563311003888909
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,College,1,24.491267035875282,17.98207855377497
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,18.284798005148794,15.969284467794505,21.130159675209107
college,FALSE,Male,Non-Hispanic Non-Black,College,College,8.402572900996045,28.304207245374045,5.835344133885275
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,1,21.06576539859489,2.4910038693386216
college,FALSE,Female,Hispanic,Some college,High school,26.552554552940137,43.543804432081274,14.460853199687426
college,FALSE,Female,Non-Hispanic Black,No mom,No dad,53.28039835657923,24.563110928745637,36.530739062568884
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,35.04396990956167,1,6.125140739403019
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,College,5.152779435476216,1,51.14351509643525
no_college,FALSE,Female,Hispanic,High school,No dad,1,30.1689007620691,0
no_college,FALSE,Male,Hispanic,High school,< HS,11.70494451979445,18.20010280590045,0
no_college,FALSE,Male,Hispanic,No mom,< HS,35.21759857489662,23.112751819458445,6.537134485327947
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,7.138999306091179,36.30847500904738,48.73594427357756
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,24.326904900665856,6.089326284736945,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,14.999908913663269,40.895172037080805,0
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,22.209265500441806,45.133361359574906,16.07765921531528
college,FALSE,Female,Hispanic,College,College,15.659384699014607,66.84272711516086,35.21811603004329
no_college,FALSE,Male,Hispanic,College,High school,65.26289001657557,32.085310932403885,42.387291567648624
college,TRUE,Male,Non-Hispanic Non-Black,Some college,College,35.61201781008618,64.99659336026679,0
no_college,TRUE,Male,Hispanic,< HS,< HS,44.81927290794414,26.00946836890013,34.49656654533502
no_college,FALSE,Female,Hispanic,< HS,< HS,29.09490995797659,1,18.57329829010957
college,TRUE,Female,Non-Hispanic Non-Black,Some college,No dad,1,37.268706945649086,0
no_college,TRUE,Male,Non-Hispanic Non-Black,College,High school,17.149204774717575,6.321773513130559,31.339736318654655
college,TRUE,Female,Non-Hispanic Non-Black,Some college,College,48.33121758248711,44.47113955998252,0
no_college,TRUE,Male,Hispanic,< HS,Some college,16.0500407375757,50.79102688419309,5.8446342654094074
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,11.666071057638991,12.066579719586677,29.50371288624609
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,31.49726071142203,13.373521178271707,0
no_college,FALSE,Male,Hispanic,No mom,No dad,14.446276285062932,27.802542838726787,27.23839436379894
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,22.567676050507217,1.827186732750084,33.3576600582016
college,FALSE,Female,Non-Hispanic Black,< HS,No dad,1,49.44236976796434,57.34271317374757
college,FALSE,Female,Non-Hispanic Black,College,Some college,1,44.36929725767749,60.05528493018216
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,23.560548855865257,1,12.676011131727392
college,TRUE,Male,Non-Hispanic Non-Black,College,College,1,44.66018955420289,35.475575033087175
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,14.307807656777817,48.27188941729112,17.14563588228136
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,1,16.859051543235203,7.667685881001636
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,43.516844378713415,1,25.122560119694086
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,11.01447709493371,20.885510240152296,28.86940297835706
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,1,38.01242095267308,40.3770334122207
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,1.6427962028315104,25.72342117128141,23.676316787520918
no_college,FALSE,Female,Hispanic,No mom,No dad,2.528190623711403,2.956662657299539,11.43183050493666
college,FALSE,Female,Non-Hispanic Non-Black,College,Some college,7.716798674405116,8.025599174726636,36.41656458421589
no_college,FALSE,Female,Hispanic,< HS,High school,41.81183132879863,1,12.434210376128576
no_college,FALSE,Female,Hispanic,Some college,Some college,32.23251261374392,19.100772616837936,32.166707232921624
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,8.511991965548102,21.395761900185523,29.372264389463815
no_college,FALSE,Male,Non-Hispanic Non-Black,College,College,19.529624158958107,22.350938884602268,0
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,53.8927767418528,13.704444412664508,33.38377791252684
college,TRUE,Female,Hispanic,< HS,High school,29.38759552474774,26.71910063272982,15.742239972448385
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,36.870274798240814,23.563968555662424,18.342564559213272
no_college,FALSE,Male,Hispanic,High school,No dad,12.257612044182602,1,9.287902528110445
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,1.735193787993655,10.334073867326687,3.801586485054199
no_college,TRUE,Male,Non-Hispanic Non-Black,High school,High school,59.3812655337299,28.504402605293777,0
no_college,FALSE,Male,Hispanic,No mom,< HS,13.866509222346636,23.121217569756805,0
no_college,FALSE,Female,Hispanic,High school,Some college,8.699442790116397,5.652002778163183,15.523055319038825
no_college,TRUE,Female,Non-Hispanic Non-Black,High school,High school,36.75152212687386,11.134054562546938,0
college,FALSE,Female,Non-Hispanic Black,< HS,No dad,16.959070154500566,1.7307896534726943,3.9771177410140837
no_college,FALSE,Male,Non-Hispanic Non-Black,College,No dad,29.296489883335415,14.572898865444563,0
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,18.767811972043894,8.497604141386237,41.75690582713318
no_college,FALSE,Female,Hispanic,< HS,< HS,21.126069547008456,17.10592860910222,13.901371519343634
college,TRUE,Male,Non-Hispanic Non-Black,College,College,39.44941923647685,67.41625324444773,14.138957844014968
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,46.2445943077418,1.7831623018992726,41.02295338646384
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,No dad,23.098616698710533,12.443380823574573,24.486984427446423
college,FALSE,Male,Non-Hispanic Non-Black,College,College,22.521866060187254,1,100
no_college,FALSE,Male,Non-Hispanic Black,High school,< HS,12.70801281730599,11.190599922200887,0
college,TRUE,Female,Non-Hispanic Non-Black,College,College,45.419511029595355,48.34830194004352,63.788604406122836
no_college,FALSE,Female,Hispanic,< HS,< HS,25.264529544436236,3.3458533197169125,5.562604190353973
no_college,FALSE,Male,Hispanic,High school,Some college,5.7645865525055004,40.01909412700879,0
no_college,FALSE,Male,Non-Hispanic Non-Black,College,Some college,29.60729789420094,1,39.399836213694044
no_college,TRUE,Male,Hispanic,High school,High school,25.46993734812756,27.656092434493356,48.1783266473427
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,2.9871534275277334,35.29927176951859,10.528542708467809
no_college,TRUE,Female,Non-Hispanic Non-Black,Some college,No dad,1,40.01886955102535,2.238125543854686
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,14.768500405770837,19.71668008333498,0
no_college,FALSE,Female,Hispanic,High school,< HS,6.425613367451877,1,18.955871476791213
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,19.483043579084846,1,16.79897607694597
no_college,FALSE,Male,Hispanic,Some college,Some college,1,24.267628963723737,32.05229965533391
college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,34.51137085322468,49.76147515517457,38.20229201446874
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,12.9614202034117,16.81062837612367,1.9137591073710265
no_college,FALSE,Male,Hispanic,Some college,Some college,37.67734421900483,19.48150979907923,0
no_college,FALSE,Male,Non-Hispanic Black,College,College,36.125192231973756,7.81061161650589,12.794496685427234
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,College,12.174828073252161,34.07975152430006,50.195639428797804
no_college,FALSE,Male,Non-Hispanic Black,High school,College,1.9585908161511547,20.220250022713127,32.36168204974292
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,13.133330253101299,24.68609327422066,1.9274502283323098
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,22.226532514679963,2.2647162538799606,19.51055649749296
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,38.415686547797996,24.31878290711663,0
no_college,FALSE,Male,Hispanic,High school,High school,14.331672449861284,6.691788724477785,0.6162556822923371
no_college,FALSE,Female,Non-Hispanic Black,College,College,42.2089341345255,46.47742312745244,0
college,FALSE,Female,Hispanic,< HS,< HS,1,26.658508025554564,0.48964405386859156
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,Some college,29.37865162659109,1,55.63063030140941
no_college,TRUE,Male,Non-Hispanic Non-Black,College,No dad,15.687806740292784,36.67119020091195,6.747290732064084
no_college,FALSE,Female,Non-Hispanic Non-Black,College,No dad,1,34.48033347058292,13.299944298144178
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,19.754044644230007,1,12.263491307407872
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,8.19370777894329,8.665466388738317,25.54840635855193
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,13.457418235544308,1,2.134001940043886
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,29.935160224660954,2.3935419099406587,17.025366904111316
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,1,25.09637628710043,16.40927079634074
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,10.950754209911198,1,11.57725756645308
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,38.34535358542677,49.077902068711154,7.78165863543712
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,1,9.53476741393014,24.817417621826344
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,1,20.158526993050263,0
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,27.550595553873613,1,39.07343316043661
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,10.524865310065579,16.1246239832967,13.267491184966852
no_college,TRUE,Male,Hispanic,High school,Some college,41.78606556435601,1,31.404234598101336
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,22.55270708488978,31.603731415429415,21.516752549683844
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,33.6609814571301,26.617944456857867,61.885856292457674
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,15.232789874714015,1,19.62901267315189
no_college,TRUE,Male,Non-Hispanic Non-Black,High school,No dad,9.080619676647732,1,57.03877211498471
no_college,FALSE,Male,Non-Hispanic Non-Black,College,No dad,1,38.31997147067845,21.47159283093095
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,22.40828189777926,52.39297616787891,7.746783793467202
no_college,FALSE,Female,Non-Hispanic Black,No mom,High school,11.58504951297053,30.17817625576609,6.577280484549372
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,8.193827108900937,16.84438307054687,37.985114335025216
no_college,FALSE,Male,Non-Hispanic Black,College,High school,8.593350394248189,21.945714188621892,13.621248553652315
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,1,17.658490394335075,0
no_college,FALSE,Male,Non-Hispanic Non-Black,College,Some college,37.52286875898725,55.06895090889495,70.0108043916484
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,16.877060407980657,21.01814270424778,2.9804473515047825
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,12.701133086364145,22.635812650243416,10.154488175608826
college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,56.41254627038657,77.88030611555709,6.318637117129132
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,Some college,18.345068914468694,1,0
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,1,17.92290691864621,20.69524505346648
college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,106.24791021547617,11.138727595030321,15.412343938064403
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,Some college,17.768695330425114,22.979505640599864,1.0260830468536248
no_college,FALSE,Male,Hispanic,Some college,Some college,27.17595001678574,18.547822705799916,41.677857283964954
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,19.236179325360716,21.87693741210154,15.149957708728856
no_college,TRUE,Male,Non-Hispanic Black,College,< HS,104.13359062892762,4.51075274463502,42.0947752259668
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,23.670715910539258,22.044299458984298,0
no_college,FALSE,Female,Hispanic,< HS,< HS,1,14.466215362372154,0
